epoch,train_loss,train_dice_loss,train_ce_loss,train_lov_loss,lr,valid_loss,valid_dice_NCR,valid_dice_Edema,valid_dice_ET,mean_dice,elapsed_sec
44,0.20837543933730943,0.23724534888138135,0.07666101904286377,0.17681907819914086,8.476282248809023e-05,0.30620360625140386,0.5266532864975365,0.5006932993807017,0.4872736714888335,0.5048734191223573,1257.0
45,0.20788139883775864,0.237269537660005,0.07524036562144995,0.17711761489806307,7.485146133204077e-05,0.29356186705230297,0.5326405842914372,0.4996502755867801,0.5034128149466454,0.5119012249416208,1293.8
46,0.2065582842835769,0.235199664434508,0.07537936090721065,0.17643367194145892,6.536036464274177e-05,0.32445168068472113,0.5298425879681835,0.47584309902166916,0.5711886989212249,0.5256247953036925,1247.7
47,0.2085025110399554,0.2374281857293777,0.07618607281199426,0.1778558190478895,5.6342610482825794e-05,0.29581535500516937,0.5584083435981458,0.5096357318802226,0.5841465997847355,0.5507302250877013,1254.8
48,0.2030281199475275,0.2316024400555951,0.07326189069398355,0.17380946579161716,4.784862979149568e-05,0.3037758355773477,0.564937841763871,0.5212132670492177,0.5872495467817275,0.5578002185316054,1257.6
49,0.20315916719246843,0.23238062217929356,0.07202004166274246,0.1746138526254381,3.99259243542557e-05,0.2954373076299462,0.5519698604538634,0.4656253364443259,0.540515023574548,0.5193700734909125,1335.4
50,0.20368151046029334,0.23195711028810476,0.07446159976110589,0.17361298864020722,3.261880115365824e-05,0.28988597475259253,0.5662963655148003,0.49233425730818164,0.5515800563714888,0.5367368930648236,1293.7
51,0.20280411360581674,0.23190539996220236,0.07238419395969996,0.17353594764874986,2.59681245866854e-05,0.2997745350188878,0.5485309183698248,0.4947005368369834,0.5346641259207532,0.5259651937091872,1294.9
52,0.20796963605963756,0.23641096437588716,0.07656417492848051,0.17748690401048264,2.001108793446436e-05,0.3222538000770512,0.5219181392694244,0.4134940753718163,0.513331959350878,0.48291472466403956,1385.1
53,0.206857845436607,0.2347828227366873,0.07736082821197877,0.17521906816824645,1.4781005362352673e-05,0.29795759463378085,0.5052619566259956,0.438595327775459,0.4918172318867287,0.47855817209606105,1324.6
